Principio Attivo,Descrizione Gruppo Equivalenza,Denominazione e Confezione,Prezzo al pubblico €,Prezzo Ex-factory €,Prezzo massimo di cessione €,Ditta,"Codice 
AIC",Codice Gruppo Equivalenza,Metri cubi ossigeno 
Ioversolo,IOVERSOLO 35.000MG IODIO 100ML 10 UNITA' USO PARENTERALE,OPTIRAY*10 siringhe EV 100 ml 350 mg/ml,552 61,334 83,-,MALLINCKRODT ITALIA SpA,027674290,BBE,
Ioversolo,IOVERSOLO 37.500MG IODIO 125ML 10 UNITA' USO PARENTERALE,OPTIRAY*10 siringhe EV 125 ml 300 mg/ml,592 07,358 75,-,MALLINCKRODT ITALIA SpA,027674252,BBF,
Ioversolo,IOVERSOLO 40.000MG IODIO 125ML 10 UNITA' USO PARENTERALE,OPTIRAY*10 siringhe EV 125 ml 320 mg/ml,631 54,382 66,-,MALLINCKRODT ITALIA SpA,027674288,BBG,
Ioversolo,IOVERSOLO 43.750MG IODIO 125ML 10 UNITA' USO PARENTERALE,OPTIRAY*10 siringhe EV 125 ml 350 mg/ml,690 75,418 53,-,MALLINCKRODT ITALIA SpA,027674314,BBH,
Ioversolo,IOVERSOLO 9.000MG IODIO 30ML 10 UNITA' USO PARENTERALE,OPTIRAY*10 siringhe EV 30 ml 300 mg/ml,210 45,95 67,-,MALLINCKRODT ITALIA SpA,027674199,BBL,
Ioversolo,IOVERSOLO 12.000MG IODIO 50ML 10 UNITA' USO PARENTERALE,OPTIRAY*10 siringhe EV 50 ml 240 mg/ml,309 32,140 60,-,MALLINCKRODT ITALIA SpA,027674187,BAP,
Ioversolo,IOVERSOLO 15.000MG IODIO 50ML 10 UNITA' USO PARENTERALE,OPTIRAY*10 siringhe EV 50 ml 300 mg/ml,350 73,159 43,-,MALLINCKRODT ITALIA SpA,027674201,BAR,
Ioversolo,IOVERSOLO 26.250MG IODIO 75ML 10 UNITA' USO PARENTERALE,OPTIRAY*10 siringhe EV 75 ml 350 mg/ml,414 45,251 12,-,MALLINCKRODT ITALIA SpA,027674302,BAX,
Octofluoropropano,OCTOFLUOROPROPANO 0 57MG 3ML 1 UNITA' USO PARENTERALE,OPTISON*1 flaconcino EV 3 ml,128 77,78 02,-,GE HEALTHCARE Srl,034650010,BFT,
Abatacept,ABATACEPT 250MG 3 UNITA' USO PARENTERALE,ORENCIA*3 flaconcini EV 250 mg polv + 3 siringhe,1.777 99,1.077 30,-,BRISTOL-MYERS SQUIBB Srl,037989035,AAF,
Abatacept,ABATACEPT 125MG 4 UNITA' USO PARENTERALE,ORENCIA*4 siringhe SC 125 mg 1 ml,1.599 25,969 00,-,BRISTOL-MYERS SQUIBB Srl,037989086,AAM,
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 150 BAR 40 LT METRI CUBI SVOLTI 79 56,OSSIGENO*150 bar gas med compresso pacco bomb 12 bomb in acciaio 40 litri,577 61,369 95,-,AIR LIQUIDE Sanita' Serv. SpA,038904227,038,79 56
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 150 BAR 50 LT METRI CUBI SVOLTI 99 36,OSSIGENO*150 bar gas med compresso pacco da 12 bombole acciaio 50 litri,721 35,462 02,-,AIR LIQUIDE Sanita' Serv. SpA,038904239,039,99 36
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 132,OSSIGENO*200 bar gas med compresso pacchi bomb 12 bomb in acciaio 50 litri,1.276 44,818 40,-,SICO SpA,039134200,041,132 00
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacchi bomb 16 bomb in acciaio 40 litri,1.361 54,872 96,-,SICO SpA,039134198,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 20 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 220,OSSIGENO*200 bar gas med compresso pacchi bomb 20 bomb in acciaio 50 litri,2.127 40,1.364 00,-,SICO SpA,039134212,047,220 00
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb 40 litri,1.021 15,654 72,-,S.I.A.D. SpA,038943433,040,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb 40 litri,1.021 15,654 72,-,RIVOIRA PHARMA Srl,038944284,040,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb 40 litri,1.021 15,654 72,-,DOMOLIFE Srl,038962142,040,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 132,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb 50 litri,1.276 44,818 40,-,RIVOIRA PHARMA Srl,038944296,041,132 00
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 132,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb 50 litri,1.276 44,818 40,-,DOMOLIFE Srl,038962155,041,132 00
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb in acciaio 40 litri,1.021 15,654 72,-,CRIOSALENTO Srl,038941290,040,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb in acciaio 40 litri,1.021 15,654 72,-,SAPIO LIFE Srl,039017381,040,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb in acciaio 40 litri,1.021 15,654 72,-,RIVOIRA GEOGAS Srl,039018104,040,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb in acciaio 40 litri,1.021 15,654 72,-,MEDICAIR Srl,039110376,040,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb in acciaio 40 litri,1.021 15,654 72,-,CER MEDICAL SRL,039150331,040,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 132,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb in acciaio 50 litri,1.276 44,818 40,-,SAPIO LIFE Srl,039017417,041,132 00
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 132,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb in acciaio 50 litri,1.276 44,818 40,-,RIVOIRA GEOGAS Srl,039018116,041,132 00
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 132,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb in acciaio 50 litri,1.276 44,818 40,-,MEDICAIR Srl,039110352,041,132 00
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 132,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb in acciaio 50 litri,1.276 44,818 40,-,SOL SpA,039132182,041,132 00
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 132,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb in acciaio 50 litri,1.276 44,818 40,-,LINDE MEDICALE Srl,039133121,041,132 00
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb inacciaio 40 litri,1.021 15,654 72,-,AIR LIQUIDE Sanita' Serv. SpA,038904571,040,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb inacciaio 40 litri,1.021 15,654 72,-,CONSORZIO ITALIANO OSSIGENO,038907224,040,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 12 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 132,OSSIGENO*200 bar gas med compresso pacco bomb 12 bomb inacciaio 50 litri,1.276 44,818 40,-,AIR LIQUIDE Sanita' Serv. SpA,038904583,041,132 00
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb 40 litri,1.361 54,872 96,-,CONSORZIO ITALIANO OSSIGENO,038907349,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb 40 litri,1.361 54,872 96,-,S.I.A.D. SpA,038943445,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb 40 litri,1.361 54,872 96,-,RIVOIRA PHARMA Srl,038944308,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb 40 litri,1.361 54,872 96,-,MAGALDI LIFE Srl,038961153,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb 40 litri,1.361 54,872 96,-,VOXISUD Srl,039160130,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb 40 litri,1.361 54,872 96,-,SOCIETA' OSSIGENO NAPOLI Spa,039259092,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb 50 litri,1.701 92,1.091 20,-,S.I.A.D. SpA,038943458,044,176 00
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb 50 litri,1.701 92,1.091 20,-,RIVOIRA PHARMA Srl,038944310,044,176 00
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb 50 litri,1.701 92,1.091 20,-,VOXISUD Srl,039160142,044,176 00
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 30 LT METRI CUBI SVOLTI 105 6,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 30 litri,1.021 15,654 72,-,MEDICAIR ITALIA Srl,039110580,042,105 60
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 40 litri,1.361 54,872 96,-,AIR LIQUIDE Sanita' Serv. SpA,038904595,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 40 litri,1.361 54,872 96,-,CRIOSALENTO Srl,038941302,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 40 litri,1.361 54,872 96,-,SAPIO LIFE Srl,039017393,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 40 litri,1.361 54,872 96,-,IBO IND.BRESCIANA OSSIGENO Srl,039103167,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140 8,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 40 litri,1.361 54,872 96,-,MEDICAIR Srl,039110388,043,140 80
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 50 litri,1.701 92,1.091 20,-,CRIOSALENTO Srl,038941314,044,176 00
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 50 litri,1.701 92,1.091 20,-,SAPIO LIFE Srl,039017429,044,176 00
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 50 litri,1.701 92,1.091 20,-,MEDICAIR Srl,039110364,044,176 00
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 50 litri,1.701 92,1.091 20,-,SOL SpA,039132194,044,176 00
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 50 litri,1.701 92,1.091 20,-,CER MEDICAL SRL,039150343,044,176 00
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 60 LT METRI CUBI SVOLTI 211 2,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb in acciaio 60 litri,2.042 30,1.309 44,-,SAPIO LIFE Srl,039017431,045,211 20
Ossigeno,OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176,OSSIGENO*200 bar gas med compresso pacco bomb 16 bomb inacciaio 50 litri,1.701 92,1.091 20,-,AIR LIQUIDE Sanita' Serv. SpA,038904607,044,176 00
Ossigeno,OSSIGENO GAS COMPRESSO 20 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 176,OSSIGENO*200 bar gas med compresso pacco bomb 20 bomb in acciaio 40 litri,1.701 92,1.091 20,-,SAPIO LIFE Srl,039017405,046,176 00
Ossigeno,OSSIGENO GAS COMPRESSO 20 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 220,OSSIGENO*200 bar gas med compresso pacco bomb 20 bomb in acciaio 50 litri,2.127 40,1.364 00,-,SOL SpA,039132206,047,220 00
Ossigeno,OSSIGENO GAS COMPRESSO 8 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 88,OSSIGENO*200 bar gas med compresso pacco bomb 8 bomb in acciaio 50 litri,850 96,545 60,-,AIR LIQUIDE Sanita' Serv. SpA,038904569,049,88 00
Ossigeno,OSSIGENO GAS COMPRESSO 9 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 99,OSSIGENO*200 bar gas med compresso pacco bomb 9 bomb in acciaio 50 litri,957 33,613 80,-,SOL SpA,039132170,050,99 00
Ossigeno,OSSIGENO GAS COMPRESSO 20 UNITA' 300 BAR 50 LT METRI CUBI SVOLTI 315 2,OSSIGENO*300 bar gas med compresso pacco bomb 20 bomb 50 litri,4.573 55,2.931 36,-,GAS TECNICI FOLIGNO Srl,039106152,048,315 20
Ossigeno,OSSIGENO GAS CRIOGENICO 1.000 LT METRI CUBI SVOLTI 855 54,OSSIGENO*gas med criogenico contenitore fisso 1.000 litri,6 55/m³,4 20/m³,-,SAPIO PRODUZ.IDROGENO OSSIGENO,038901524,051,855 54
Ossigeno,OSSIGENO GAS CRIOGENICO 1.000 LT METRI CUBI SVOLTI 855 54,OSSIGENO*gas med criogenico contenitore fisso 1.000 litri,6 55/m³,4 20/m³,-,RIVOIRA PHARMA Srl,038944462,051,855 54
Ossigeno,OSSIGENO GAS CRIOGENICO 1.000 LT METRI CUBI SVOLTI 855 54,OSSIGENO*gas med criogenico contenitore fisso 1.000 litri,6 55/m³,4 20/m³,-,RIVOIRA GEOGAS Srl,039018167,051,855 54
Ossigeno,OSSIGENO GAS CRIOGENICO 1.000 LT METRI CUBI SVOLTI 855 54,OSSIGENO*gas med criogenico contenitore fisso 1.000 litri,6 55/m³,4 20/m³,-,MEDICAIR ITALIA Srl,039110592,051,855 54
Ossigeno,OSSIGENO GAS CRIOGENICO 1.000 LT METRI CUBI SVOLTI 855 54,OSSIGENO*gas med criogenico contenitore fisso 1.000 litri,6 55/m³,4 20/m³,-,SOL SpA,039132218,051,855 54
Ossigeno,OSSIGENO GAS CRIOGENICO 1.000 LT METRI CUBI SVOLTI 855 54,OSSIGENO*gas med criogenico contenitore fisso 1.000 litri,6 55/m³,4 20/m³,-,SICO SpA,039134236,051,855 54
Ossigeno,OSSIGENO GAS CRIOGENICO 1.000 LT METRI CUBI SVOLTI 855 54,OSSIGENO*gas med criogenico contenitore fisso 1.000 litri,6 55/m³,4 20/m³,-,CER MEDICAL SRL,039150394,051,855 54
Ossigeno,OSSIGENO GAS CRIOGENICO 1.000 LT METRI CUBI SVOLTI 855 54,OSSIGENO*gas med criogenico contenitore fisso 1.000 litri,6 55/m³,4 20/m³,-,SOCIETA' OSSIGENO NAPOLI Spa,039259128,051,855 54
Ossigeno,OSSIGENO GAS CRIOGENICO 1.300 LT METRI CUBI SVOLTI 1112 20,OSSIGENO*gas med criogenico contenitore fisso 1.300 litri,6 55/m³,4 20/m³,-,AIR LIQUIDE Sanita' Serv. SpA,038904672,052,1.112 20
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,SAPIO PRODUZ.IDROGENO OSSIGENO,038901536,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,AIR LIQUIDE Sanita' Serv. SpA,038904684,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,CONSORZIO ITALIANO OSSIGENO,038907301,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,CRIOSALENTO Srl,038941338,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,S.I.A.D. SpA,038943510,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,RIVOIRA PHARMA Srl,038944373,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,RIVOIRA GEOGAS Srl,039018179,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,IBO IND.BRESCIANA OSSIGENO Srl,039103015,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,MEDICAIR Srl,039110010,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,SOL SpA,039132220,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,LINDE MEDICALE Srl,039133196,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,SICO SpA,039134248,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.500 LT METRI CUBI SVOLTI 1283 31,OSSIGENO*gas med criogenico contenitore fisso 1.500 litri,6 55/m³,4 20/m³,-,CER MEDICAL SRL,039150406,053,1.283 31
Ossigeno,OSSIGENO GAS CRIOGENICO 1.698 LT METRI CUBI SVOLTI 1452 70,OSSIGENO*gas med criogenico contenitore fisso 1.698 litri,6 55/m³,4 20/m³,-,OSSIGAS Srl,038908226,054,1.452 70
Ossigeno,OSSIGENO GAS CRIOGENICO 1.800 LT METRI CUBI SVOLTI 1539 97,OSSIGENO*gas med criogenico contenitore fisso 1.800 litri,6 55/m³,4 20/m³,-,AIR LIQUIDE Sanita' Serv. SpA,038904696,055,1.539 97
Ossigeno,OSSIGENO GAS CRIOGENICO 1.900 LT METRI CUBI SVOLTI 1625 52,OSSIGENO*gas med criogenico contenitore fisso 1.900 litri,6 55/m³,4 20/m³,-,CRIOSALENTO Srl,038941340,056,1.625 52
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,SAPIO PRODUZ.IDROGENO OSSIGENO,038901575,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,AIR LIQUIDE Sanita' Serv. SpA,038904746,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,CONSORZIO ITALIANO OSSIGENO,038907337,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,OSSIGAS Srl,038908289,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,CRIOSALENTO Srl,038941389,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,S.I.A.D. SpA,038943561,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,RIVOIRA PHARMA Srl,038944409,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,RIVOIRA GEOGAS Srl,039018217,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,MEDICAIR Srl,039110059,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,SOL SpA,039132257,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,LINDE MEDICALE Srl,039133222,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,SICO SpA,039134275,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,CER MEDICAL SRL,039150457,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,VOXISUD Srl,039160181,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 10.000 LT METRI CUBI SVOLTI 8555 40,OSSIGENO*gas med criogenico contenitore fisso 10.000 litri,6 55/m³,4 20/m³,-,SOCIETA' OSSIGENO NAPOLI Spa,039259155,057,8.555 40
Ossigeno,OSSIGENO GAS CRIOGENICO 12.000 LT METRI CUBI SVOLTI 10266 48,OSSIGENO*gas med criogenico contenitore fisso 12.000 litri,6 55/m³,4 20/m³,-,SAPIO PRODUZ.IDROGENO OSSIGENO,038901652,058,10.266 48
Ossigeno,OSSIGENO GAS CRIOGENICO 12.000 LT METRI CUBI SVOLTI 10266 48,OSSIGENO*gas med criogenico contenitore fisso 12.000 litri,6 55/m³,4 20/m³,-,S.I.A.D. SpA,038943573,058,10.266 48
Ossigeno,OSSIGENO GAS CRIOGENICO 14.000 LT METRI CUBI SVOLTI 11977 56,OSSIGENO*gas med criogenico contenitore fisso 14.000 litri,6 55/m³,4 20/m³,-,AIR LIQUIDE Sanita' Serv. SpA,038904759,059,11.977 56
Ossigeno,OSSIGENO GAS CRIOGENICO 15.000 LT METRI CUBI SVOLTI 12833 10,OSSIGENO*gas med criogenico contenitore fisso 15.000 litri,6 55/m³,4 20/m³,-,S.I.A.D. SpA,038943585,060,12.833 10
Ossigeno,OSSIGENO GAS CRIOGENICO 15.000 LT METRI CUBI SVOLTI 12833 10,OSSIGENO*gas med criogenico contenitore fisso 15.000 litri,6 55/m³,4 20/m³,-,RIVOIRA PHARMA Srl,038944411,060,12.833 10
Ossigeno,OSSIGENO GAS CRIOGENICO 15.000 LT METRI CUBI SVOLTI 12833 10,OSSIGENO*gas med criogenico contenitore fisso 15.000 litri,6 55/m³,4 20/m³,-,SOL SpA,039132269,060,12.833 10
